global_case_id,density_group_id,local_case_id,species_id,species_label,mole_fraction
4,1,4,36,HV_096,0.0
4,1,4,37,HV_106,0.0
4,1,4,38,HV_126,0.0
4,1,4,39,ONE,0.0
4,1,4,40,TE,0.0
4,1,4,41,TGAS,0.0
4,1,4,42,EB,0.0
4,1,4,43,POS,0.0
4,1,4,44,POSITION,0.0
4,1,4,45,SPEED,0.0
4,1,4,46,EDEP,0.0
4,1,4,47,PDEP,0.0
4,1,4,48,M,0.0
4,1,4,49,MIS,0.0
5,1,5,1,E,4.089e-14
5,1,5,2,AR3S,0.98
5,1,5,3,AR4SM,0.0
5,1,5,4,AR4SR,0.0
5,1,5,5,AR4SPM,0.0
5,1,5,6,AR4SPR,0.0
5,1,5,7,AR4P,0.0
5,1,5,8,AR4D,0.0
5,1,5,9,AR^,0.0
5,1,5,10,AR2*,0.0
5,1,5,11,AR2^,0.0
5,1,5,12,H,0.0
5,1,5,13,H*,0.0
5,1,5,14,H^,0.0
5,1,5,15,H-,0.0
5,1,5,16,H2,0.0
5,1,5,17,H2*,0.0
5,1,5,18,H2^,0.0
5,1,5,19,H3^,0.0
5,1,5,20,OH,0.0
5,1,5,21,OH*,0.0
5,1,5,22,OH^,0.0
5,1,5,23,OH-,0.0
5,1,5,24,H2O,0.02
5,1,5,25,H2OV,0.0
5,1,5,26,H2O^,4.089e-14
5,1,5,27,HO2,0.0
5,1,5,28,H2O2,0.0
5,1,5,29,H3O^,0.0
5,1,5,30,O2,0.0
5,1,5,31,O2^,0.0
5,1,5,32,O2-,0.0
5,1,5,33,O,0.0
5,1,5,34,O^,0.0
5,1,5,35,O-,0.0
5,1,5,36,HV_096,0.0
5,1,5,37,HV_106,0.0
5,1,5,38,HV_126,0.0
5,1,5,39,ONE,0.0
5,1,5,40,TE,0.0
5,1,5,41,TGAS,0.0
5,1,5,42,EB,0.0
5,1,5,43,POS,0.0
5,1,5,44,POSITION,0.0
5,1,5,45,SPEED,0.0
5,1,5,46,EDEP,0.0
5,1,5,47,PDEP,0.0
5,1,5,48,M,0.0
5,1,5,49,MIS,0.0
6,1,6,1,E,4.089e-14
6,1,6,2,AR3S,0.98
6,1,6,3,AR4SM,0.0
6,1,6,4,AR4SR,0.0
6,1,6,5,AR4SPM,0.0
6,1,6,6,AR4SPR,0.0
6,1,6,7,AR4P,0.0
6,1,6,8,AR4D,0.0
6,1,6,9,AR^,0.0
6,1,6,10,AR2*,0.0
6,1,6,11,AR2^,0.0
6,1,6,12,H,0.0
6,1,6,13,H*,0.0
6,1,6,14,H^,0.0
6,1,6,15,H-,0.0
6,1,6,16,H2,0.0
6,1,6,17,H2*,0.0
6,1,6,18,H2^,0.0
6,1,6,19,H3^,0.0
6,1,6,20,OH,0.0
6,1,6,21,OH*,0.0
6,1,6,22,OH^,0.0
6,1,6,23,OH-,0.0
6,1,6,24,H2O,0.02
6,1,6,25,H2OV,0.0
6,1,6,26,H2O^,4.089e-14
6,1,6,27,HO2,0.0
6,1,6,28,H2O2,0.0
6,1,6,29,H3O^,0.0
6,1,6,30,O2,0.0
6,1,6,31,O2^,0.0
6,1,6,32,O2-,0.0
6,1,6,33,O,0.0
6,1,6,34,O^,0.0
6,1,6,35,O-,0.0
6,1,6,36,HV_096,0.0
6,1,6,37,HV_106,0.0
6,1,6,38,HV_126,0.0
6,1,6,39,ONE,0.0
6,1,6,40,TE,0.0
6,1,6,41,TGAS,0.0
6,1,6,42,EB,0.0
6,1,6,43,POS,0.0
6,1,6,44,POSITION,0.0
6,1,6,45,SPEED,0.0
6,1,6,46,EDEP,0.0
6,1,6,47,PDEP,0.0
6,1,6,48,M,0.0
6,1,6,49,MIS,0.0
7,1,7,1,E,4.089e-14
7,1,7,2,AR3S,0.98
7,1,7,3,AR4SM,0.0
7,1,7,4,AR4SR,0.0
7,1,7,5,AR4SPM,0.0
7,1,7,6,AR4SPR,0.0
7,1,7,7,AR4P,0.0
7,1,7,8,AR4D,0.0
7,1,7,9,AR^,0.0
7,1,7,10,AR2*,0.0
7,1,7,11,AR2^,0.0
7,1,7,12,H,0.0
7,1,7,13,H*,0.0
7,1,7,14,H^,0.0
7,1,7,15,H-,0.0
7,1,7,16,H2,0.0
7,1,7,17,H2*,0.0
7,1,7,18,H2^,0.0
7,1,7,19,H3^,0.0
7,1,7,20,OH,0.0
7,1,7,21,OH*,0.0
7,1,7,22,OH^,0.0
7,1,7,23,OH-,0.0
7,1,7,24,H2O,0.02
7,1,7,25,H2OV,0.0
7,1,7,26,H2O^,4.089e-14
7,1,7,27,HO2,0.0
7,1,7,28,H2O2,0.0
7,1,7,29,H3O^,0.0
7,1,7,30,O2,0.0
7,1,7,31,O2^,0.0
7,1,7,32,O2-,0.0
7,1,7,33,O,0.0
7,1,7,34,O^,0.0
7,1,7,35,O-,0.0
7,1,7,36,HV_096,0.0
7,1,7,37,HV_106,0.0
7,1,7,38,HV_126,0.0
7,1,7,39,ONE,0.0
7,1,7,40,TE,0.0
7,1,7,41,TGAS,0.0
7,1,7,42,EB,0.0
7,1,7,43,POS,0.0
7,1,7,44,POSITION,0.0
7,1,7,45,SPEED,0.0
7,1,7,46,EDEP,0.0
7,1,7,47,PDEP,0.0
7,1,7,48,M,0.0
7,1,7,49,MIS,0.0
8,1,8,1,E,4.089e-14
8,1,8,2,AR3S,0.98
8,1,8,3,AR4SM,0.0
8,1,8,4,AR4SR,0.0
8,1,8,5,AR4SPM,0.0
8,1,8,6,AR4SPR,0.0
8,1,8,7,AR4P,0.0
8,1,8,8,AR4D,0.0
8,1,8,9,AR^,0.0
8,1,8,10,AR2*,0.0
8,1,8,11,AR2^,0.0
8,1,8,12,H,0.0
8,1,8,13,H*,0.0
8,1,8,14,H^,0.0
8,1,8,15,H-,0.0
8,1,8,16,H2,0.0
8,1,8,17,H2*,0.0
8,1,8,18,H2^,0.0
8,1,8,19,H3^,0.0
8,1,8,20,OH,0.0
8,1,8,21,OH*,0.0
8,1,8,22,OH^,0.0
8,1,8,23,OH-,0.0
8,1,8,24,H2O,0.02
8,1,8,25,H2OV,0.0
8,1,8,26,H2O^,4.089e-14
8,1,8,27,HO2,0.0
8,1,8,28,H2O2,0.0
8,1,8,29,H3O^,0.0
8,1,8,30,O2,0.0
8,1,8,31,O2^,0.0
8,1,8,32,O2-,0.0
8,1,8,33,O,0.0
8,1,8,34,O^,0.0
8,1,8,35,O-,0.0
8,1,8,36,HV_096,0.0
8,1,8,37,HV_106,0.0
8,1,8,38,HV_126,0.0
8,1,8,39,ONE,0.0
8,1,8,40,TE,0.0
8,1,8,41,TGAS,0.0
8,1,8,42,EB,0.0
8,1,8,43,POS,0.0
8,1,8,44,POSITION,0.0
8,1,8,45,SPEED,0.0
8,1,8,46,EDEP,0.0
8,1,8,47,PDEP,0.0
8,1,8,48,M,0.0
8,1,8,49,MIS,0.0
9,1,9,1,E,4.089e-14
9,1,9,2,AR3S,0.98
9,1,9,3,AR4SM,0.0
9,1,9,4,AR4SR,0.0
9,1,9,5,AR4SPM,0.0
9,1,9,6,AR4SPR,0.0
9,1,9,7,AR4P,0.0
9,1,9,8,AR4D,0.0
9,1,9,9,AR^,0.0
9,1,9,10,AR2*,0.0
9,1,9,11,AR2^,0.0
9,1,9,12,H,0.0
9,1,9,13,H*,0.0
9,1,9,14,H^,0.0
9,1,9,15,H-,0.0
9,1,9,16,H2,0.0
9,1,9,17,H2*,0.0
9,1,9,18,H2^,0.0
9,1,9,19,H3^,0.0
9,1,9,20,OH,0.0
9,1,9,21,OH*,0.0
9,1,9,22,OH^,0.0
9,1,9,23,OH-,0.0
9,1,9,24,H2O,0.02
9,1,9,25,H2OV,0.0
9,1,9,26,H2O^,4.089e-14
9,1,9,27,HO2,0.0
9,1,9,28,H2O2,0.0
9,1,9,29,H3O^,0.0
9,1,9,30,O2,0.0
9,1,9,31,O2^,0.0
9,1,9,32,O2-,0.0
9,1,9,33,O,0.0
9,1,9,34,O^,0.0
9,1,9,35,O-,0.0
9,1,9,36,HV_096,0.0
9,1,9,37,HV_106,0.0
9,1,9,38,HV_126,0.0
9,1,9,39,ONE,0.0
9,1,9,40,TE,0.0
9,1,9,41,TGAS,0.0
9,1,9,42,EB,0.0
9,1,9,43,POS,0.0
9,1,9,44,POSITION,0.0
9,1,9,45,SPEED,0.0
9,1,9,46,EDEP,0.0
9,1,9,47,PDEP,0.0
9,1,9,48,M,0.0
9,1,9,49,MIS,0.0
10,1,10,1,E,4.089e-14
10,1,10,2,AR3S,0.98
10,1,10,3,AR4SM,0.0
10,1,10,4,AR4SR,0.0
10,1,10,5,AR4SPM,0.0
10,1,10,6,AR4SPR,0.0
10,1,10,7,AR4P,0.0
10,1,10,8,AR4D,0.0
10,1,10,9,AR^,0.0
10,1,10,10,AR2*,0.0
10,1,10,11,AR2^,0.0
10,1,10,12,H,0.0
10,1,10,13,H*,0.0
10,1,10,14,H^,0.0
10,1,10,15,H-,0.0
10,1,10,16,H2,0.0
10,1,10,17,H2*,0.0
10,1,10,18,H2^,0.0
10,1,10,19,H3^,0.0
10,1,10,20,OH,0.0
10,1,10,21,OH*,0.0
10,1,10,22,OH^,0.0
10,1,10,23,OH-,0.0
10,1,10,24,H2O,0.02
10,1,10,25,H2OV,0.0
10,1,10,26,H2O^,4.089e-14
10,1,10,27,HO2,0.0
10,1,10,28,H2O2,0.0
10,1,10,29,H3O^,0.0
10,1,10,30,O2,0.0
10,1,10,31,O2^,0.0
10,1,10,32,O2-,0.0
10,1,10,33,O,0.0
10,1,10,34,O^,0.0
10,1,10,35,O-,0.0
10,1,10,36,HV_096,0.0
10,1,10,37,HV_106,0.0
10,1,10,38,HV_126,0.0
10,1,10,39,ONE,0.0
10,1,10,40,TE,0.0
10,1,10,41,TGAS,0.0
10,1,10,42,EB,0.0
10,1,10,43,POS,0.0
10,1,10,44,POSITION,0.0
10,1,10,45,SPEED,0.0
10,1,10,46,EDEP,0.0
10,1,10,47,PDEP,0.0
10,1,10,48,M,0.0
10,1,10,49,MIS,0.0
11,1,11,1,E,4.089e-14
11,1,11,2,AR3S,0.98
11,1,11,3,AR4SM,0.0
11,1,11,4,AR4SR,0.0
11,1,11,5,AR4SPM,0.0
11,1,11,6,AR4SPR,0.0
11,1,11,7,AR4P,0.0
11,1,11,8,AR4D,0.0
11,1,11,9,AR^,0.0
11,1,11,10,AR2*,0.0
11,1,11,11,AR2^,0.0
11,1,11,12,H,0.0
11,1,11,13,H*,0.0
11,1,11,14,H^,0.0
11,1,11,15,H-,0.0
11,1,11,16,H2,0.0
11,1,11,17,H2*,0.0
11,1,11,18,H2^,0.0
11,1,11,19,H3^,0.0
11,1,11,20,OH,0.0
11,1,11,21,OH*,0.0
11,1,11,22,OH^,0.0
11,1,11,23,OH-,0.0
11,1,11,24,H2O,0.02
11,1,11,25,H2OV,0.0
11,1,11,26,H2O^,4.089e-14
11,1,11,27,HO2,0.0
11,1,11,28,H2O2,0.0
11,1,11,29,H3O^,0.0
11,1,11,30,O2,0.0
11,1,11,31,O2^,0.0
11,1,11,32,O2-,0.0
11,1,11,33,O,0.0
11,1,11,34,O^,0.0
11,1,11,35,O-,0.0
11,1,11,36,HV_096,0.0
11,1,11,37,HV_106,0.0
11,1,11,38,HV_126,0.0
11,1,11,39,ONE,0.0
11,1,11,40,TE,0.0
11,1,11,41,TGAS,0.0
11,1,11,42,EB,0.0
11,1,11,43,POS,0.0
11,1,11,44,POSITION,0.0
11,1,11,45,SPEED,0.0
11,1,11,46,EDEP,0.0
11,1,11,47,PDEP,0.0
11,1,11,48,M,0.0
11,1,11,49,MIS,0.0
12,1,12,1,E,4.089e-14
12,1,12,2,AR3S,0.98
12,1,12,3,AR4SM,0.0
12,1,12,4,AR4SR,0.0
12,1,12,5,AR4SPM,0.0
12,1,12,6,AR4SPR,0.0
12,1,12,7,AR4P,0.0
12,1,12,8,AR4D,0.0
12,1,12,9,AR^,0.0
12,1,12,10,AR2*,0.0
12,1,12,11,AR2^,0.0
12,1,12,12,H,0.0
12,1,12,13,H*,0.0
12,1,12,14,H^,0.0
12,1,12,15,H-,0.0
12,1,12,16,H2,0.0
12,1,12,17,H2*,0.0
12,1,12,18,H2^,0.0
12,1,12,19,H3^,0.0
12,1,12,20,OH,0.0
12,1,12,21,OH*,0.0
12,1,12,22,OH^,0.0
12,1,12,23,OH-,0.0
12,1,12,24,H2O,0.02
12,1,12,25,H2OV,0.0
12,1,12,26,H2O^,4.089e-14
12,1,12,27,HO2,0.0
12,1,12,28,H2O2,0.0
12,1,12,29,H3O^,0.0
12,1,12,30,O2,0.0
12,1,12,31,O2^,0.0
12,1,12,32,O2-,0.0
12,1,12,33,O,0.0
12,1,12,34,O^,0.0
12,1,12,35,O-,0.0
12,1,12,36,HV_096,0.0
12,1,12,37,HV_106,0.0
12,1,12,38,HV_126,0.0
12,1,12,39,ONE,0.0
12,1,12,40,TE,0.0
12,1,12,41,TGAS,0.0
12,1,12,42,EB,0.0
12,1,12,43,POS,0.0
12,1,12,44,POSITION,0.0
12,1,12,45,SPEED,0.0
12,1,12,46,EDEP,0.0
12,1,12,47,PDEP,0.0
12,1,12,48,M,0.0
12,1,12,49,MIS,0.0
13,1,13,1,E,4.089e-14
13,1,13,2,AR3S,0.98
13,1,13,3,AR4SM,0.0
13,1,13,4,AR4SR,0.0
13,1,13,5,AR4SPM,0.0
13,1,13,6,AR4SPR,0.0
13,1,13,7,AR4P,0.0
13,1,13,8,AR4D,0.0
13,1,13,9,AR^,0.0
13,1,13,10,AR2*,0.0
13,1,13,11,AR2^,0.0
13,1,13,12,H,0.0
13,1,13,13,H*,0.0
13,1,13,14,H^,0.0
13,1,13,15,H-,0.0
13,1,13,16,H2,0.0
13,1,13,17,H2*,0.0
13,1,13,18,H2^,0.0
13,1,13,19,H3^,0.0
13,1,13,20,OH,0.0
13,1,13,21,OH*,0.0
13,1,13,22,OH^,0.0
13,1,13,23,OH-,0.0
13,1,13,24,H2O,0.02
13,1,13,25,H2OV,0.0
13,1,13,26,H2O^,4.089e-14
13,1,13,27,HO2,0.0
13,1,13,28,H2O2,0.0
13,1,13,29,H3O^,0.0
13,1,13,30,O2,0.0
13,1,13,31,O2^,0.0
13,1,13,32,O2-,0.0
13,1,13,33,O,0.0
13,1,13,34,O^,0.0
13,1,13,35,O-,0.0
13,1,13,36,HV_096,0.0
13,1,13,37,HV_106,0.0
13,1,13,38,HV_126,0.0
13,1,13,39,ONE,0.0
13,1,13,40,TE,0.0
13,1,13,41,TGAS,0.0
13,1,13,42,EB,0.0
13,1,13,43,POS,0.0
13,1,13,44,POSITION,0.0
13,1,13,45,SPEED,0.0
13,1,13,46,EDEP,0.0
13,1,13,47,PDEP,0.0
13,1,13,48,M,0.0
13,1,13,49,MIS,0.0
14,1,14,1,E,4.089e-14
14,1,14,2,AR3S,0.98
14,1,14,3,AR4SM,0.0
14,1,14,4,AR4SR,0.0
14,1,14,5,AR4SPM,0.0
14,1,14,6,AR4SPR,0.0
14,1,14,7,AR4P,0.0
14,1,14,8,AR4D,0.0
14,1,14,9,AR^,0.0
14,1,14,10,AR2*,0.0
14,1,14,11,AR2^,0.0
14,1,14,12,H,0.0
14,1,14,13,H*,0.0
14,1,14,14,H^,0.0
14,1,14,15,H-,0.0
14,1,14,16,H2,0.0
14,1,14,17,H2*,0.0
14,1,14,18,H2^,0.0
14,1,14,19,H3^,0.0
14,1,14,20,OH,0.0
14,1,14,21,OH*,0.0
14,1,14,22,OH^,0.0
14,1,14,23,OH-,0.0
14,1,14,24,H2O,0.02
14,1,14,25,H2OV,0.0
14,1,14,26,H2O^,4.089e-14
14,1,14,27,HO2,0.0
14,1,14,28,H2O2,0.0
14,1,14,29,H3O^,0.0
14,1,14,30,O2,0.0
14,1,14,31,O2^,0.0
14,1,14,32,O2-,0.0
14,1,14,33,O,0.0
14,1,14,34,O^,0.0
14,1,14,35,O-,0.0
14,1,14,36,HV_096,0.0
14,1,14,37,HV_106,0.0
14,1,14,38,HV_126,0.0
14,1,14,39,ONE,0.0
14,1,14,40,TE,0.0
14,1,14,41,TGAS,0.0
14,1,14,42,EB,0.0
14,1,14,43,POS,0.0
14,1,14,44,POSITION,0.0
14,1,14,45,SPEED,0.0
14,1,14,46,EDEP,0.0
14,1,14,47,PDEP,0.0
14,1,14,48,M,0.0
14,1,14,49,MIS,0.0
15,1,15,1,E,4.089e-14
15,1,15,2,AR3S,0.98
15,1,15,3,AR4SM,0.0
15,1,15,4,AR4SR,0.0
15,1,15,5,AR4SPM,0.0
15,1,15,6,AR4SPR,0.0
15,1,15,7,AR4P,0.0
15,1,15,8,AR4D,0.0
15,1,15,9,AR^,0.0
15,1,15,10,AR2*,0.0
15,1,15,11,AR2^,0.0
15,1,15,12,H,0.0
15,1,15,13,H*,0.0
15,1,15,14,H^,0.0
15,1,15,15,H-,0.0
15,1,15,16,H2,0.0
15,1,15,17,H2*,0.0
15,1,15,18,H2^,0.0
15,1,15,19,H3^,0.0
15,1,15,20,OH,0.0
15,1,15,21,OH*,0.0
15,1,15,22,OH^,0.0
15,1,15,23,OH-,0.0
15,1,15,24,H2O,0.02
15,1,15,25,H2OV,0.0
15,1,15,26,H2O^,4.089e-14
15,1,15,27,HO2,0.0
15,1,15,28,H2O2,0.0
15,1,15,29,H3O^,0.0
15,1,15,30,O2,0.0
15,1,15,31,O2^,0.0
15,1,15,32,O2-,0.0
15,1,15,33,O,0.0
15,1,15,34,O^,0.0
15,1,15,35,O-,0.0
15,1,15,36,HV_096,0.0
15,1,15,37,HV_106,0.0
15,1,15,38,HV_126,0.0
15,1,15,39,ONE,0.0
15,1,15,40,TE,0.0
15,1,15,41,TGAS,0.0
15,1,15,42,EB,0.0
15,1,15,43,POS,0.0
15,1,15,44,POSITION,0.0
15,1,15,45,SPEED,0.0
15,1,15,46,EDEP,0.0
15,1,15,47,PDEP,0.0
15,1,15,48,M,0.0
15,1,15,49,MIS,0.0
16,1,16,1,E,4.089e-14
16,1,16,2,AR3S,0.98
16,1,16,3,AR4SM,0.0
16,1,16,4,AR4SR,0.0
16,1,16,5,AR4SPM,0.0
16,1,16,6,AR4SPR,0.0
16,1,16,7,AR4P,0.0
16,1,16,8,AR4D,0.0
16,1,16,9,AR^,0.0
16,1,16,10,AR2*,0.0
16,1,16,11,AR2^,0.0
16,1,16,12,H,0.0
16,1,16,13,H*,0.0
16,1,16,14,H^,0.0
16,1,16,15,H-,0.0
16,1,16,16,H2,0.0
16,1,16,17,H2*,0.0
16,1,16,18,H2^,0.0
16,1,16,19,H3^,0.0
16,1,16,20,OH,0.0
16,1,16,21,OH*,0.0
16,1,16,22,OH^,0.0
16,1,16,23,OH-,0.0
16,1,16,24,H2O,0.02
16,1,16,25,H2OV,0.0
16,1,16,26,H2O^,4.089e-14
16,1,16,27,HO2,0.0
16,1,16,28,H2O2,0.0
16,1,16,29,H3O^,0.0
16,1,16,30,O2,0.0
16,1,16,31,O2^,0.0
16,1,16,32,O2-,0.0
16,1,16,33,O,0.0
16,1,16,34,O^,0.0
16,1,16,35,O-,0.0
16,1,16,36,HV_096,0.0
16,1,16,37,HV_106,0.0
16,1,16,38,HV_126,0.0
16,1,16,39,ONE,0.0
16,1,16,40,TE,0.0
16,1,16,41,TGAS,0.0
16,1,16,42,EB,0.0
16,1,16,43,POS,0.0
16,1,16,44,POSITION,0.0
16,1,16,45,SPEED,0.0
16,1,16,46,EDEP,0.0
16,1,16,47,PDEP,0.0
16,1,16,48,M,0.0
16,1,16,49,MIS,0.0
17,1,17,1,E,4.089e-14
17,1,17,2,AR3S,0.98
17,1,17,3,AR4SM,0.0
17,1,17,4,AR4SR,0.0
17,1,17,5,AR4SPM,0.0
17,1,17,6,AR4SPR,0.0
17,1,17,7,AR4P,0.0
17,1,17,8,AR4D,0.0
17,1,17,9,AR^,0.0
17,1,17,10,AR2*,0.0
17,1,17,11,AR2^,0.0
17,1,17,12,H,0.0
17,1,17,13,H*,0.0
17,1,17,14,H^,0.0
17,1,17,15,H-,0.0
17,1,17,16,H2,0.0
17,1,17,17,H2*,0.0
17,1,17,18,H2^,0.0
17,1,17,19,H3^,0.0
17,1,17,20,OH,0.0
17,1,17,21,OH*,0.0
17,1,17,22,OH^,0.0
17,1,17,23,OH-,0.0
17,1,17,24,H2O,0.02
17,1,17,25,H2OV,0.0
17,1,17,26,H2O^,4.089e-14
17,1,17,27,HO2,0.0
17,1,17,28,H2O2,0.0
17,1,17,29,H3O^,0.0
17,1,17,30,O2,0.0
17,1,17,31,O2^,0.0
17,1,17,32,O2-,0.0
17,1,17,33,O,0.0
17,1,17,34,O^,0.0
17,1,17,35,O-,0.0
17,1,17,36,HV_096,0.0
17,1,17,37,HV_106,0.0
17,1,17,38,HV_126,0.0
17,1,17,39,ONE,0.0
17,1,17,40,TE,0.0
17,1,17,41,TGAS,0.0
17,1,17,42,EB,0.0
17,1,17,43,POS,0.0
17,1,17,44,POSITION,0.0
17,1,17,45,SPEED,0.0
17,1,17,46,EDEP,0.0
17,1,17,47,PDEP,0.0
17,1,17,48,M,0.0
17,1,17,49,MIS,0.0
18,1,18,1,E,4.089e-14
18,1,18,2,AR3S,0.98
18,1,18,3,AR4SM,0.0
18,1,18,4,AR4SR,0.0
18,1,18,5,AR4SPM,0.0
18,1,18,6,AR4SPR,0.0
18,1,18,7,AR4P,0.0
18,1,18,8,AR4D,0.0
18,1,18,9,AR^,0.0
18,1,18,10,AR2*,0.0
18,1,18,11,AR2^,0.0
18,1,18,12,H,0.0
18,1,18,13,H*,0.0
18,1,18,14,H^,0.0
18,1,18,15,H-,0.0
18,1,18,16,H2,0.0
18,1,18,17,H2*,0.0
18,1,18,18,H2^,0.0
18,1,18,19,H3^,0.0
18,1,18,20,OH,0.0
18,1,18,21,OH*,0.0
18,1,18,22,OH^,0.0
